,0,1,2,3
0,0.9360835,0.5779252,0.9487351,0.66478235
1,0.9434835,0.94284415,0.8281979,0.6395914
2,0.8417605,0.67365986,0.8866259,0.50857836
3,0.8640828,0.75061303,0.9065692,0.6034166
4,0.7498605,0.7510729,0.5009014,0.278664
5,0.8434828,0.8113688,0.9413992,0.5484498
6,0.8502826,0.8452083,0.57814646,0.28595826
7,0.8767407,0.61093813,0.26067924,0.3964912
8,0.9614103,0.9060238,0.9908541,0.66363424
9,0.79458326,0.6038161,0.7810122,0.2483938
10,0.5922485,0.83680403,0.51097536,0.5474422
11,0.7787574,0.8128996,0.91110605,0.6411716
12,0.87595123,0.8312277,0.6562251,0.5307186
13,0.84996235,0.45948613,0.66698605,0.016247883
14,0.99573225,0.96020514,0.9391863,0.36363816
15,0.6105555,0.52644634,0.66584957,0.37452126
16,0.68158954,0.6311593,0.2919938,0.35607266
17,0.68403924,0.9042305,0.5031348,0.47154903
18,0.98461133,0.6354691,0.8166311,-0.14554566
19,0.9000365,0.6353163,0.91918164,0.3798524
20,0.78748536,0.8657033,0.6584914,0.43414757
21,0.8772012,0.50875103,0.697755,0.14783208
22,0.7711508,0.57334656,0.8554827,0.43173295
23,0.9793366,0.93677294,0.8783396,0.37602693
24,0.9270148,0.7412125,0.82725775,0.29488146
25,0.98450863,0.9875232,0.92534095,0.5733571
26,0.97907734,0.9757181,0.94683164,0.684427
27,0.7751632,0.77120006,0.9202525,0.65700126
28,0.96944034,0.82338846,0.88803947,0.17436898
29,0.711518,0.6668149,0.78318447,0.5128138
30,0.97771597,0.8039375,0.98615915,0.77465504
31,0.81372887,0.76966465,0.86869824,0.542108
32,0.9267681,0.9484233,0.78329664,0.47395957
33,0.91359437,0.77775484,0.7629031,0.22617926
34,0.9232252,0.69750583,0.9485618,0.64737445
35,0.7787667,0.8143879,0.4203476,0.33079743
36,0.9386112,0.8621964,0.7003004,0.011868463
37,0.8137375,0.6617489,0.8884938,0.22456001
38,0.9765875,0.80661494,0.96530765,0.53185457
39,0.9898586,0.5956962,0.9907432,0.7420205
40,0.9450869,0.7277985,0.98396116,0.71251684
41,0.8277099,0.50128263,0.6239906,0.18020068
42,0.63593966,0.7190509,0.6393746,0.4018032
43,0.9854612,0.9071846,0.98193437,0.629766
44,0.84981626,0.90914875,0.8789652,0.4873788
45,0.5952514,0.77051294,0.6645153,0.59653896
46,0.8514232,0.92584205,0.57917666,0.4192028
47,0.81816596,0.6387241,0.87467235,0.4528371
48,0.7514511,0.5508906,0.46774998,0.38063774
49,0.95170844,0.6157497,0.61409533,-0.21200095
50,0.90510315,0.81218445,0.6807725,0.10218066
51,0.85368764,0.9311087,0.82983416,0.6337736
52,0.9448267,0.5796078,0.8371498,0.15471698
53,0.98677164,0.6852861,0.93780005,0.14377353
54,0.86160654,0.90350693,0.7578608,0.38278338
55,0.8012981,0.58312804,0.7752863,0.49703205
56,0.72363186,0.5350571,0.62707305,0.26842684
57,0.750509,0.60419565,0.3140563,0.2871286
58,0.73530364,0.82458913,0.7191279,0.47485378
59,0.97581035,0.9889838,0.94875574,0.73189217
60,0.780191,0.70129037,0.6648126,0.39771944
61,0.92330587,0.708678,0.9410981,0.5724391
62,0.9297031,0.94169724,0.94819605,0.5729392
63,0.61634344,0.50182605,0.5546057,0.36060178
64,0.70167905,0.68520445,0.61860174,0.31481764
65,0.8995851,0.6518137,0.94419813,0.4080276
66,0.934988,0.9720944,0.9571467,0.59437335
67,0.8653074,0.6023243,0.80824,0.10847156
68,0.97528756,0.8721698,0.98699653,0.74136895
69,0.91185236,0.92982507,0.7091869,0.51374704
70,0.98393095,0.8576764,0.82385415,-0.38368666
71,0.958401,0.7017939,0.9082544,0.1581765
72,0.9272113,0.54149944,0.75290716,0.08211135
73,0.77061206,0.8372549,0.6066304,0.45662767
74,0.93274736,0.6187098,0.9290942,0.54580474
75,0.9682765,0.9762578,0.9362941,0.6696226
76,0.81385505,0.79428256,0.7336434,0.3227379
77,0.9832788,0.9873835,0.88040847,0.5764579
78,0.9893093,0.94459045,0.9915544,0.79540575
79,0.9027367,0.8169895,0.8369625,0.4317965
80,0.95859253,0.7436365,0.9719603,0.5680642
81,0.90515536,0.7839118,0.9427671,0.6641317
82,0.99086595,0.8366612,0.97448444,-0.29920062
83,0.9341786,0.9713159,0.54952294,0.35784718
84,0.83637476,0.89980614,0.61945695,0.45523378
85,0.9810377,0.9925148,0.90270144,0.53278446
86,0.92606086,0.81761163,0.959585,0.6216574
87,0.62676525,0.48652077,0.56952065,0.18142012
88,0.9245307,0.66221094,0.96073,0.7059053
89,0.93762743,0.9450964,0.9501542,0.51686037
90,0.92095816,0.84449774,0.81135815,0.46186432
91,0.8374694,0.78086025,0.37268344,0.46010065
92,0.94602203,0.9511029,0.60220045,0.64763194
93,0.9676672,0.85497576,0.8893346,0.2176808
94,0.9920502,0.9913974,0.9861007,0.6337444
95,0.87594795,0.521473,0.6841812,0.08252117
96,0.87941635,0.6092328,0.88554674,0.12429666
97,0.9891201,0.9896627,0.9890062,0.69249994
98,0.92919636,0.8296927,0.9758302,0.62500596
99,0.78333867,0.6550943,0.6472765,0.14937833
100,0.84919953,0.82250786,0.67144465,0.3917711
101,0.9407453,0.9094761,0.9876617,0.6015448
102,0.97143924,0.9777392,0.90557677,0.5332845
103,0.9812378,0.9287324,0.90130985,0.4782613
104,0.9268104,0.50630295,0.8312293,0.19633417
105,0.616312,0.59491676,0.6910657,0.48123163
106,0.8646961,0.58811563,0.7632417,-0.13039629
107,0.9492282,0.67465043,0.9498357,0.5837689
108,0.83356243,0.81861097,0.53952783,0.06607445
109,0.9508088,0.9528809,0.5868224,0.6980503
110,0.97048336,0.8134617,0.9255959,0.44529808
111,0.96051395,0.9838948,0.93656296,0.51561266
112,0.80779517,0.675196,0.88440514,0.5446514
113,0.8125423,0.66162175,0.8576647,0.38499847
114,0.94881177,0.573187,0.8936364,0.15556465
115,0.97577274,0.9777852,0.94434893,0.7287668
116,0.9897268,0.98903143,0.90740204,0.59331185
117,0.86761165,0.47750843,0.7893904,0.22447987
118,0.9990131,0.9986187,0.9991247,0.8268801
119,0.65657777,0.7173882,0.30539808,0.3710626
120,0.96175414,0.9362677,0.8992454,0.5558195
121,0.9248445,0.5876897,0.9425034,0.4803442
122,0.8294765,0.6722052,0.7094635,0.28806135
123,0.97208977,0.6352072,0.96897334,0.48994318
124,0.97692305,0.5816302,0.94752496,0.25575027
125,0.9676327,0.9753643,0.8221978,0.6965987
126,0.84851295,0.6243486,0.8943733,0.5930568
127,0.8816537,0.8035147,0.6350287,0.08340536
128,0.98604965,0.6402393,0.8504808,-0.3729814
129,0.83336157,0.777683,0.7160153,0.42653313
130,0.5870008,0.9027432,0.63455474,0.55488807
131,0.6707858,0.70666367,0.76970774,0.41077462
132,0.9460994,0.766301,0.903084,0.3137913
133,0.8257091,0.7608125,0.82450473,0.32790107
134,0.9178039,0.836672,0.7041532,0.25321707
135,0.81777555,0.74248135,0.44693196,0.430837
136,0.6298916,0.775869,0.2636814,0.41050255
137,0.9390618,0.86256033,0.74228644,0.13174964
138,0.8894268,0.94601417,0.97707844,0.6753896
139,0.87783784,0.8405477,0.87442327,0.5797172
140,0.8627832,0.7652323,0.6364784,0.17265153
141,0.98512304,0.6112017,0.9792665,0.5708798
142,0.96439046,0.9706012,0.9284644,0.6869438
143,0.991887,0.675185,0.96601003,0.19170281
144,0.9587677,0.9815717,0.9558743,0.48341486
145,0.9369278,0.93904597,0.95423245,0.5792041
146,0.95622844,0.68348306,0.8666171,0.025402745
147,0.9060453,0.49233362,0.75055224,-0.032793976
148,0.90534776,0.93876284,0.7918957,0.5644113
149,0.98331946,0.99081343,0.9900968,0.6235125
150,0.94614863,0.7739887,0.9388315,0.4225532
151,0.980416,0.6678964,0.8278662,-0.42498487
152,0.9787131,0.76001847,0.9511217,0.41459256
153,0.8373404,0.86776394,0.7532877,0.37339056
154,0.6075198,0.6723859,0.58591145,0.3776506
155,0.8686884,0.6602319,0.86922914,0.43936333
156,0.850075,0.8238253,0.60341656,0.28537312
157,0.96714956,0.9890981,0.82256675,0.48676258
158,0.9126841,0.62113476,0.93420815,0.6345306
159,0.88505816,0.90182716,0.98044825,0.6565115
160,0.9665863,0.54326767,0.9498609,0.5125027
161,0.7972398,0.8505973,0.24952082,0.32174888
162,0.9363735,0.75358766,0.8264519,0.21789964
163,0.8796582,0.7531602,0.65701854,0.028357884
164,0.77414614,0.9054491,0.59069234,0.43387195
165,0.98832124,0.9898569,0.9854453,0.61258274
166,0.965121,0.9189073,0.7490953,0.05600686
167,0.9152908,0.6286501,0.7110958,0.5166368
168,0.76767075,0.52482337,0.69992036,0.12895733
169,0.83357185,0.5178722,0.837704,0.35933542
170,0.94416183,0.72643507,0.9295097,0.3464223
171,0.8096357,0.9569494,0.72295797,0.4787781
172,0.8268788,0.51301056,0.83934087,0.48247945
173,0.6122088,0.7428529,0.5182567,0.41455722
174,0.98208344,0.99356705,0.8910471,0.48712212
175,0.9901961,0.997645,0.92105067,0.5944234
176,0.8267641,0.6032543,0.77001375,0.55386937
177,0.9120509,0.5765995,0.68026346,-0.24221481
178,0.81712425,0.5495049,0.730483,0.15156016
179,0.81922215,0.46181798,0.6315224,0.0789024
180,0.7450923,0.5632652,0.7638467,0.4372097
181,0.92605805,0.761327,0.7685832,-0.14226271
182,0.96428037,0.9252516,0.96585083,0.55916977
183,0.88574636,0.61196697,0.92100024,0.608391
184,0.94054866,0.9021122,0.972772,0.5888385
185,0.97801316,0.7209235,0.8534595,-0.17607598
186,0.9391373,0.7774912,0.84353495,0.15557308
187,0.65813905,0.7606572,0.30218765,0.33900982
188,0.9160304,0.8680793,0.6318142,-0.030759515
189,0.690026,0.7999185,0.24583067,0.52318096
190,0.79071265,0.72890323,0.8865155,0.5040163
191,0.938936,0.94625765,0.86180586,0.61173636
192,0.79613924,0.7128615,0.83308655,0.47490627
193,0.99710447,0.9971022,0.99353266,0.76593083
194,0.9891068,0.625172,0.9728292,0.23740794
195,0.71154016,0.5172872,0.7249368,0.2738809
196,0.7947258,0.45349297,0.6226572,0.110578425
197,0.9591433,0.5410073,0.6595356,0.11116005
198,0.9235353,0.7134491,0.9677698,0.7100479
199,0.9661366,0.67161083,0.97702247,0.72621
200,0.9143804,0.60992706,0.9512203,0.4763853
201,0.71191245,0.692444,0.7311367,0.54588217
202,0.9290563,0.65943015,0.8690211,0.24322857
203,0.9372522,0.8632892,0.9412467,0.58006525
204,0.83181494,0.8683361,0.41536397,0.117190406
205,0.9454901,0.67667466,0.97682047,0.5595238
206,0.8628659,0.59730434,0.9055061,0.46221304
207,0.9813912,0.8596327,0.9229668,0.36391777
208,0.7032893,0.60262483,0.66961676,0.54775155
209,0.9340067,0.95584285,0.752591,0.43166858
210,0.9043712,0.9283407,0.8224474,0.5662951
211,0.88585204,0.6514243,0.75730896,-0.10339959
212,0.9500628,0.9602529,0.7975368,0.4531213
213,0.94675547,0.9607176,0.9460966,0.6430175
214,0.913638,0.84578305,0.89668995,0.57646316
215,0.92528313,0.83222914,0.9239245,0.61405367
216,0.8568973,0.5999401,0.7868727,0.30035475
217,0.83766353,0.77549464,0.81245995,0.5115822
218,0.9031092,0.6437038,0.943561,0.58520746
219,0.89518327,0.5631503,0.9203565,0.44236955
220,0.95362353,0.96118,0.85312015,0.51329666
221,0.5944235,0.8053169,0.80295783,0.5154299
222,0.9193611,0.85002726,0.9420388,0.5657136
223,0.93686247,0.9586152,0.7658189,0.53763443
224,0.8568262,0.66675067,0.68877655,0.39283875
225,0.9825511,0.70337284,0.95254266,-0.07999843
226,0.9895853,0.7111334,0.9898139,0.56785554
227,0.74578685,0.5578339,0.7800039,0.20520547
228,0.5688586,0.53726053,0.4605847,0.29836756
229,0.9894867,0.7105894,0.9921563,0.7718865
230,0.90815115,0.5164806,0.74816155,-0.0991747
231,0.82608,0.7307698,0.3914022,0.012495228
232,0.9697875,0.5750626,0.9520531,0.36331356
233,0.8170389,0.64,0.8577572,0.6016774
234,0.98010457,0.65037817,0.960126,0.15093325
235,0.77832246,0.6574142,0.544728,-0.009067935
236,0.4745981,0.50731474,0.4867111,0.33261305
