,0,1,2,3
0,0.61948675,0.45175216,0.34368652,0.5920769
1,0.4099354,0.75167114,0.8109339,0.123221695
2,0.4676917,0.39064494,0.4787902,0.48181787
3,0.3845267,0.5291637,0.72920835,0.25312695
4,0.16999057,0.62015593,0.6861939,0.14938249
5,0.5987,0.49208355,0.6148679,0.6704396
6,0.05109593,0.73763233,0.8399839,-0.040282577
7,0.4983667,0.7526058,0.75230086,0.017347561
8,0.49025556,0.61727613,0.7682502,0.32670847
9,0.4770262,0.4185207,0.68388593,0.6832647
10,0.4408186,0.8325344,0.8814675,0.039613225
11,0.71880376,0.4228159,0.63361305,0.524893
12,0.44209456,0.68962663,0.6914649,0.30030233
13,0.45849913,0.50996417,0.610908,0.56263196
14,0.7065687,0.9758059,0.9218301,0.009163674
15,0.43417326,0.10252691,0.55072343,0.56444055
16,0.25033632,0.45449895,0.61944824,0.22263868
17,0.3051804,0.772916,0.91591156,-0.11425821
18,0.8092037,0.92524046,0.8811319,0.6470827
19,0.6379952,0.5900973,0.7760208,0.8185725
20,0.21283445,0.50971186,0.819322,0.0756754
21,0.5483284,0.62213355,0.6608843,0.6900303
22,0.56017625,0.2554754,0.4702806,0.5953021
23,-0.07933251,0.9565225,0.98935086,-0.43032637
24,0.34599906,0.7202141,0.6511868,0.3486338
25,0.22185123,0.9303132,0.9731428,-0.24617976
26,0.17768688,0.6998993,0.9713639,-0.30532324
27,0.67254984,0.3111165,0.4231808,0.58044523
28,0.4810407,0.86989015,0.73514384,0.15799884
29,0.48840064,0.37926766,0.570524,0.4400983
30,0.45063227,0.6452678,0.7295903,0.25085565
31,0.54232067,0.15694001,0.53878635,0.5479049
32,0.18045434,0.8038501,0.8819606,-0.10595279
33,0.29374403,0.7374895,0.661831,0.23009303
34,0.4599295,0.5192256,0.59108543,0.36612403
35,0.06390572,0.661421,0.80529916,-0.044059277
36,0.4692472,0.89129716,0.7127107,0.06388744
37,0.42491204,0.7174199,0.6815549,0.43372515
38,0.55164737,0.84822035,0.78075135,0.38569093
39,0.7604344,0.753357,0.2966002,0.6669271
40,0.7713663,0.36252904,0.45014006,0.7353611
41,0.46818975,0.4585015,0.734759,0.6541094
42,0.4740382,0.30890006,0.65515786,0.40797698
43,0.68988323,0.9286653,0.86873484,0.58675146
44,0.3356806,0.43530658,0.7771318,0.25060326
45,0.69586957,0.3966776,0.64935756,0.52803123
46,-0.013902483,0.70385176,0.9191655,-0.2735638
47,0.5575364,0.37211365,0.6041541,0.67778033
48,0.3611372,0.33037394,0.6395686,0.3677012
49,0.7546042,0.8943958,0.787043,0.5053189
50,0.30155632,0.79067767,0.6848251,0.13137057
51,0.6830752,0.38777307,0.8737782,0.3152419
52,0.5088004,0.34554255,0.8160602,0.8084855
53,0.83632076,0.9306096,0.71954685,0.82130295
54,0.02505749,0.65552866,0.8574167,-0.034190178
55,0.3940613,-0.03994896,0.67180187,0.6493806
56,0.3419377,0.42898995,0.5233083,0.45462272
57,0.21826553,0.5190967,0.61118245,0.17637599
58,0.51778424,0.35179943,0.7537695,0.35418656
59,0.43001264,0.7484953,0.9379907,-0.075259514
60,0.30949035,0.3848115,0.63683355,0.43490776
61,0.43453726,0.51108414,0.5252838,0.40465093
62,0.6433301,0.808336,0.80362433,0.6923331
63,0.38726822,0.1504461,0.56864095,0.49219498
64,0.23732817,0.37607315,0.59055233,0.36577362
65,0.47038445,0.23770267,0.6137051,0.64516795
66,0.43505302,0.5760411,0.88372296,0.15316728
67,0.3049451,0.639341,0.54909056,0.31008607
68,0.46388236,0.6811515,0.8065315,0.19416171
69,0.16462639,0.7527159,0.85356635,-0.119142935
70,0.9154752,0.9783552,0.65889704,0.42375314
71,0.79408175,0.86713326,0.8859662,0.90418905
72,0.59919894,0.55140406,0.8427847,0.8450808
73,0.2791745,0.4772681,0.79713964,0.13293341
74,0.41464448,0.51935565,0.45966443,0.40768674
75,0.7267431,0.9203781,0.84624034,0.3698183
76,0.0054365154,0.7796145,0.88450277,-0.15105018
77,-0.07316636,0.81857264,0.9872517,-0.42883137
78,0.2569913,0.71705395,0.95063907,-0.14217824
79,0.2899261,0.6967536,0.75263107,0.40439737
80,0.7508794,0.8137298,0.7345943,0.8309202
81,0.5056503,0.5487668,0.6997233,0.33828095
82,0.7527833,0.9494853,0.62813795,0.4610409
83,-0.08874101,0.94275475,0.98506707,-0.47866163
84,0.059497047,0.62018,0.87709844,-0.12561089
85,0.15418757,0.9235537,0.9818179,-0.40106225
86,0.53824216,0.5406028,0.71001816,0.36634502
87,0.3380229,0.5685363,0.6186675,0.2977924
88,0.61831796,0.34799567,0.43129095,0.61614275
89,0.37936273,0.6715257,0.84993386,0.42143974
90,0.068339564,0.6177493,0.8548334,0.07143224
91,0.30316502,0.61980957,0.6777613,0.07952178
92,0.33202338,0.82915366,0.88422304,-0.24434462
93,0.7185383,0.9169328,0.71608484,0.62816244
94,0.8597819,0.98125637,0.9567905,0.46896774
95,0.5612087,0.6546518,0.67306626,0.68044543
96,0.3839066,0.3576854,0.6668906,0.60074985
97,0.34744033,0.7190952,0.97224265,-0.20474668
98,0.49778444,0.58985,0.66117316,0.49410778
99,0.20265536,0.68956757,0.6900198,0.15773983
100,0.054142658,0.6407724,0.8112749,0.067859955
101,0.48272032,0.634592,0.79612494,0.41221184
102,0.89231026,0.9673979,0.79006493,0.47240707
103,0.19518836,0.8837512,0.94741964,-0.15152597
104,0.5989464,0.56449264,0.76288223,0.8059951
105,0.50467557,0.06441137,0.5745428,0.60010326
106,0.45604792,0.83073604,0.6835147,0.2778117
107,0.41246295,0.5500933,0.5113894,0.3869057
108,0.19612126,0.8681861,0.8161279,-0.050890654
109,0.46743456,0.8989133,0.81515676,-0.33819646
110,0.45582876,0.8132689,0.781852,0.3164134
111,0.24491364,0.73157334,0.9560217,-0.22648962
112,0.64951897,0.28254882,0.6942665,0.7600691
113,0.52387595,0.3989469,0.64668083,0.68323547
114,0.5146315,0.5612414,0.6369951,0.6894342
115,0.5701898,0.814866,0.8702663,0.25463077
116,-0.14737815,0.8270508,0.9912558,-0.4338133
117,0.56745005,0.5383342,0.6683283,0.72682697
118,0.341825,0.8319683,0.99499744,-0.43476564
119,0.18911086,0.5091912,0.7571873,0.10969462
120,-0.012191107,0.63291055,0.93261003,-0.07893375
121,0.5312025,0.32826224,0.5071995,0.63613456
122,0.34463233,0.5991846,0.60092723,0.4650631
123,0.39553395,0.6245243,0.61085814,0.26169267
124,0.70635724,0.82556087,0.44278744,0.60204643
125,0.36119843,0.8461375,0.88276476,-0.27803856
126,0.5629426,0.30653325,0.4258873,0.5779703
127,0.26091534,0.80986005,0.722331,0.089628465
128,0.7961801,0.9487158,0.87487555,0.58681965
129,0.12575828,0.54719865,0.7564162,0.15011767
130,0.5975453,0.6648406,0.8916711,0.16916253
131,0.45101303,0.30481666,0.5806228,0.44937095
132,0.72075266,0.8602498,0.7484765,0.7845158
133,0.48531005,0.6288147,0.7312895,0.6384549
134,0.14879042,0.85032034,0.8784421,-0.07587771
135,0.25886554,0.4802987,0.60227984,0.15196086
136,0.22792949,0.8257575,0.87376004,-0.101951934
